,lemma,next-lemma,next-next-lemma,next-next-pos,next-next-shape,next-next-word,next-pos,next-shape,next-word,pos,prev-iob,prev-lemma,prev-pos,prev-prev-iob,prev-prev-lemma,prev-prev-pos,prev-prev-shape,prev-prev-word,prev-shape,prev-word,sentence_idx,shape,word,tag
9086,media,say,39,CD,number,39,VBP,lowercase,say,NNS,O,state-run,JJ,O,'s,POS,other,'s,contains-hyphen,state-run,413,lowercase,media,O
9087,say,39,peopl,NNS,lowercase,people,CD,number,39,VBP,O,media,NNS,O,state-run,JJ,contains-hyphen,state-run,lowercase,media,413,lowercase,say,O
9088,39,peopl,were,VBD,lowercase,were,NNS,lowercase,people,CD,O,say,VBP,O,media,NNS,lowercase,media,lowercase,say,413,number,39,O
9089,peopl,were,work,VBG,lowercase,working,VBD,lowercase,were,NNS,O,39,CD,O,say,VBP,lowercase,say,number,39,413,lowercase,people,O
9090,were,work,at,IN,lowercase,at,VBG,lowercase,working,VBD,O,peopl,NNS,O,39,CD,number,39,lowercase,people,413,lowercase,were,O
9091,work,at,the,DT,lowercase,the,IN,lowercase,at,VBG,O,were,VBD,O,peopl,NNS,lowercase,people,lowercase,were,413,lowercase,working,O
9092,at,the,privately-own,JJ,contains-hyphen,privately-owned,DT,lowercase,the,IN,O,work,VBG,O,were,VBD,lowercase,were,lowercase,working,413,lowercase,at,O
9093,the,privately-own,coal,NN,lowercase,coal,JJ,contains-hyphen,privately-owned,DT,O,at,IN,O,work,VBG,lowercase,working,lowercase,at,413,lowercase,the,O
9094,privately-own,coal,mine,NN,lowercase,mine,NN,lowercase,coal,JJ,O,the,DT,O,at,IN,lowercase,at,lowercase,the,413,contains-hyphen,privately-owned,O
9095,coal,mine,in,IN,lowercase,in,NN,lowercase,mine,NN,O,privately-own,JJ,O,the,DT,lowercase,the,contains-hyphen,privately-owned,413,lowercase,coal,O
9096,mine,in,shaanxi,NNP,capitalized,Shaanxi,IN,lowercase,in,NN,O,coal,NN,O,privately-own,JJ,contains-hyphen,privately-owned,lowercase,coal,413,lowercase,mine,O
9097,in,shaanxi,provinc,NN,lowercase,province,NNP,capitalized,Shaanxi,IN,O,mine,NN,O,coal,NN,lowercase,coal,lowercase,mine,413,lowercase,in,O
9098,shaanxi,provinc,on,IN,lowercase,on,NN,lowercase,province,NNP,O,in,IN,O,mine,NN,lowercase,mine,lowercase,in,413,capitalized,Shaanxi,B-geo
9099,provinc,on,saturday,NNP,capitalized,Saturday,IN,lowercase,on,NN,B-geo,shaanxi,NNP,O,in,IN,lowercase,in,capitalized,Shaanxi,413,lowercase,province,O
9100,on,saturday,when,WRB,lowercase,when,NNP,capitalized,Saturday,IN,O,provinc,NN,B-geo,shaanxi,NNP,capitalized,Shaanxi,lowercase,province,413,lowercase,on,O
9101,saturday,when,a,DT,lowercase,a,WRB,lowercase,when,NNP,O,on,IN,O,provinc,NN,lowercase,province,lowercase,on,413,capitalized,Saturday,B-tim
9102,when,a,gas,NN,lowercase,gas,DT,lowercase,a,WRB,B-tim,saturday,NNP,O,on,IN,lowercase,on,capitalized,Saturday,413,lowercase,when,O
9103,a,gas,explos,NN,lowercase,explosion,NN,lowercase,gas,DT,O,when,WRB,B-tim,saturday,NNP,capitalized,Saturday,lowercase,when,413,lowercase,a,O
9104,gas,explos,occur,VBD,lowercase,occurred,NN,lowercase,explosion,NN,O,a,DT,O,when,WRB,lowercase,when,lowercase,a,413,lowercase,gas,O
9105,explos,occur,.,.,punct,.,VBD,lowercase,occurred,NN,O,gas,NN,O,a,DT,lowercase,a,lowercase,gas,413,lowercase,explosion,O
9106,occur,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,VBD,O,explos,NN,O,gas,NN,lowercase,gas,lowercase,explosion,413,lowercase,occurred,O
9107,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,occur,VBD,O,explos,NN,lowercase,explosion,lowercase,occurred,413,punct,.,O
9108,seven,miner,manag,VBD,lowercase,managed,NNS,lowercase,miners,CD,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,414,capitalized,Seven,O
9109,miner,manag,to,TO,lowercase,to,VBD,lowercase,managed,NNS,O,seven,CD,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Seven,414,lowercase,miners,O
9110,manag,to,reach,VB,lowercase,reach,TO,lowercase,to,VBD,O,miner,NNS,O,seven,CD,capitalized,Seven,lowercase,miners,414,lowercase,managed,O
9111,to,reach,the,DT,lowercase,the,VB,lowercase,reach,TO,O,manag,VBD,O,miner,NNS,lowercase,miners,lowercase,managed,414,lowercase,to,O
9112,reach,the,surfac,NN,lowercase,surface,DT,lowercase,the,VB,O,to,TO,O,manag,VBD,lowercase,managed,lowercase,to,414,lowercase,reach,O
9113,the,surfac,",",",",punct,",",NN,lowercase,surface,DT,O,reach,VB,O,to,TO,lowercase,to,lowercase,reach,414,lowercase,the,O
9114,surfac,",",but,CC,lowercase,but,",",punct,",",NN,O,the,DT,O,reach,VB,lowercase,reach,lowercase,the,414,lowercase,surface,O
9115,",",but,the,DT,lowercase,the,CC,lowercase,but,",",O,surfac,NN,O,the,DT,lowercase,the,lowercase,surface,414,punct,",",O
9116,but,the,other,NNS,lowercase,others,DT,lowercase,the,CC,O,",",",",O,surfac,NN,lowercase,surface,punct,",",414,lowercase,but,O
9117,the,other,were,VBD,lowercase,were,NNS,lowercase,others,DT,O,but,CC,O,",",",",punct,",",lowercase,but,414,lowercase,the,O
9118,other,were,trap,VBN,lowercase,trapped,VBD,lowercase,were,NNS,O,the,DT,O,but,CC,lowercase,but,lowercase,the,414,lowercase,others,O
9119,were,trap,.,.,punct,.,VBN,lowercase,trapped,VBD,O,other,NNS,O,the,DT,lowercase,the,lowercase,others,414,lowercase,were,O
9120,trap,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,VBN,O,were,VBD,O,other,NNS,lowercase,others,lowercase,were,414,lowercase,trapped,O
9121,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,trap,VBN,O,were,VBD,lowercase,were,lowercase,trapped,414,punct,.,O
9122,the,xinhua,news,NN,lowercase,news,NNP,capitalized,Xinhua,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,415,capitalized,The,O
9123,xinhua,news,agenc,NN,lowercase,agency,NN,lowercase,news,NNP,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,415,capitalized,Xinhua,B-org
9124,news,agenc,say,VBZ,lowercase,says,NN,lowercase,agency,NN,B-org,xinhua,NNP,O,the,DT,capitalized,The,capitalized,Xinhua,415,lowercase,news,O
9125,agenc,say,polic,NNS,lowercase,police,VBZ,lowercase,says,NN,O,news,NN,B-org,xinhua,NNP,capitalized,Xinhua,lowercase,news,415,lowercase,agency,O
9126,say,polic,have,VBP,lowercase,have,NNS,lowercase,police,VBZ,O,agenc,NN,O,news,NN,lowercase,news,lowercase,agency,415,lowercase,says,O
9127,polic,have,detain,VBN,lowercase,detained,VBP,lowercase,have,NNS,O,say,VBZ,O,agenc,NN,lowercase,agency,lowercase,says,415,lowercase,police,O
9128,have,detain,the,DT,lowercase,the,VBN,lowercase,detained,VBP,O,polic,NNS,O,say,VBZ,lowercase,says,lowercase,police,415,lowercase,have,O
9129,detain,the,owner,NN,lowercase,owner,DT,lowercase,the,VBN,O,have,VBP,O,polic,NNS,lowercase,police,lowercase,have,415,lowercase,detained,O
9130,the,owner,and,CC,lowercase,and,NN,lowercase,owner,DT,O,detain,VBN,O,have,VBP,lowercase,have,lowercase,detained,415,lowercase,the,O
9131,owner,and,manag,NNS,lowercase,managers,CC,lowercase,and,NN,O,the,DT,O,detain,VBN,lowercase,detained,lowercase,the,415,lowercase,owner,O
9132,and,manag,of,IN,lowercase,of,NNS,lowercase,managers,CC,O,owner,NN,O,the,DT,lowercase,the,lowercase,owner,415,lowercase,and,O
9133,manag,of,the,DT,lowercase,the,IN,lowercase,of,NNS,O,and,CC,O,owner,NN,lowercase,owner,lowercase,and,415,lowercase,managers,O
9134,of,the,mine,NN,lowercase,mine,DT,lowercase,the,IN,O,manag,NNS,O,and,CC,lowercase,and,lowercase,managers,415,lowercase,of,O
9135,the,mine,",",",",punct,",",NN,lowercase,mine,DT,O,of,IN,O,manag,NNS,lowercase,managers,lowercase,of,415,lowercase,the,O
9136,mine,",",but,CC,lowercase,but,",",punct,",",NN,O,the,DT,O,of,IN,lowercase,of,lowercase,the,415,lowercase,mine,O
9137,",",but,provid,VBD,lowercase,provided,CC,lowercase,but,",",O,mine,NN,O,the,DT,lowercase,the,lowercase,mine,415,punct,",",O
9138,but,provid,no,DT,lowercase,no,VBD,lowercase,provided,CC,O,",",",",O,mine,NN,lowercase,mine,punct,",",415,lowercase,but,O
9139,provid,no,other,JJ,lowercase,other,DT,lowercase,no,VBD,O,but,CC,O,",",",",punct,",",lowercase,but,415,lowercase,provided,O
9140,no,other,detail,NNS,lowercase,details,JJ,lowercase,other,DT,O,provid,VBD,O,but,CC,lowercase,but,lowercase,provided,415,lowercase,no,O
9141,other,detail,.,.,punct,.,NNS,lowercase,details,JJ,O,no,DT,O,provid,VBD,lowercase,provided,lowercase,no,415,lowercase,other,O
9142,detail,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,other,JJ,O,no,DT,lowercase,no,lowercase,other,415,lowercase,details,O
9143,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,detail,NNS,O,other,JJ,lowercase,other,lowercase,details,415,punct,.,O
9144,chines,mine,are,VBP,lowercase,are,NNS,lowercase,mines,JJ,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,416,capitalized,Chinese,B-gpe
9145,mine,are,among,IN,lowercase,among,VBP,lowercase,are,NNS,B-gpe,chines,JJ,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Chinese,416,lowercase,mines,O
9146,are,among,the,DT,lowercase,the,IN,lowercase,among,VBP,O,mine,NNS,B-gpe,chines,JJ,capitalized,Chinese,lowercase,mines,416,lowercase,are,O
9147,among,the,most,RBS,lowercase,most,DT,lowercase,the,IN,O,are,VBP,O,mine,NNS,lowercase,mines,lowercase,are,416,lowercase,among,O
9148,the,most,danger,JJ,lowercase,dangerous,RBS,lowercase,most,DT,O,among,IN,O,are,VBP,lowercase,are,lowercase,among,416,lowercase,the,O
9149,most,danger,in,IN,lowercase,in,JJ,lowercase,dangerous,RBS,O,the,DT,O,among,IN,lowercase,among,lowercase,the,416,lowercase,most,O
9150,danger,in,the,DT,lowercase,the,IN,lowercase,in,JJ,O,most,RBS,O,the,DT,lowercase,the,lowercase,most,416,lowercase,dangerous,O
9151,in,the,world,NN,lowercase,world,DT,lowercase,the,IN,O,danger,JJ,O,most,RBS,lowercase,most,lowercase,dangerous,416,lowercase,in,O
9152,the,world,.,.,punct,.,NN,lowercase,world,DT,O,in,IN,O,danger,JJ,lowercase,dangerous,lowercase,in,416,lowercase,the,O
9153,world,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,the,DT,O,in,IN,lowercase,in,lowercase,the,416,lowercase,world,O
9154,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,world,NN,O,the,DT,lowercase,the,lowercase,world,416,punct,.,O
9155,thousand,of,peopl,NNS,lowercase,people,IN,lowercase,of,NNS,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,417,capitalized,Thousands,O
9156,of,peopl,are,VBP,lowercase,are,NNS,lowercase,people,IN,O,thousand,NNS,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Thousands,417,lowercase,of,O
9157,peopl,are,kill,VBN,lowercase,killed,VBP,lowercase,are,NNS,O,of,IN,O,thousand,NNS,capitalized,Thousands,lowercase,of,417,lowercase,people,O
9158,are,kill,everi,DT,lowercase,every,VBN,lowercase,killed,VBP,O,peopl,NNS,O,of,IN,lowercase,of,lowercase,people,417,lowercase,are,O
9159,kill,everi,year,NN,lowercase,year,DT,lowercase,every,VBN,O,are,VBP,O,peopl,NNS,lowercase,people,lowercase,are,417,lowercase,killed,O
9160,everi,year,in,IN,lowercase,in,NN,lowercase,year,DT,O,kill,VBN,O,are,VBP,lowercase,are,lowercase,killed,417,lowercase,every,O
9161,year,in,explos,NNS,lowercase,explosions,IN,lowercase,in,NN,O,everi,DT,O,kill,VBN,lowercase,killed,lowercase,every,417,lowercase,year,O
9162,in,explos,",",",",punct,",",NNS,lowercase,explosions,IN,O,year,NN,O,everi,DT,lowercase,every,lowercase,year,417,lowercase,in,O
9163,explos,",",cave-in,NNS,contains-hyphen,cave-ins,",",punct,",",NNS,O,in,IN,O,year,NN,lowercase,year,lowercase,in,417,lowercase,explosions,O
9164,",",cave-in,and,CC,lowercase,and,NNS,contains-hyphen,cave-ins,",",O,explos,NNS,O,in,IN,lowercase,in,lowercase,explosions,417,punct,",",O
9165,cave-in,and,flood,NNS,lowercase,floods,CC,lowercase,and,NNS,O,",",",",O,explos,NNS,lowercase,explosions,punct,",",417,contains-hyphen,cave-ins,O
9166,and,flood,",",",",punct,",",NNS,lowercase,floods,CC,O,cave-in,NNS,O,",",",",punct,",",contains-hyphen,cave-ins,417,lowercase,and,O
9167,flood,",",despit,IN,lowercase,despite,",",punct,",",NNS,O,and,CC,O,cave-in,NNS,contains-hyphen,cave-ins,lowercase,and,417,lowercase,floods,O
9168,",",despit,govern,NN,lowercase,government,IN,lowercase,despite,",",O,flood,NNS,O,and,CC,lowercase,and,lowercase,floods,417,punct,",",O
9169,despit,govern,crackdown,NNS,lowercase,crackdowns,NN,lowercase,government,IN,O,",",",",O,flood,NNS,lowercase,floods,punct,",",417,lowercase,despite,O
9170,govern,crackdown,on,IN,lowercase,on,NNS,lowercase,crackdowns,NN,O,despit,IN,O,",",",",punct,",",lowercase,despite,417,lowercase,government,O
9171,crackdown,on,safeti,NN,lowercase,safety,IN,lowercase,on,NNS,O,govern,NN,O,despit,IN,lowercase,despite,lowercase,government,417,lowercase,crackdowns,O
9172,on,safeti,violat,NNS,lowercase,violations,NN,lowercase,safety,IN,O,crackdown,NNS,O,govern,NN,lowercase,government,lowercase,crackdowns,417,lowercase,on,O
9173,safeti,violat,.,.,punct,.,NNS,lowercase,violations,NN,O,on,IN,O,crackdown,NNS,lowercase,crackdowns,lowercase,on,417,lowercase,safety,O
9174,violat,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,safeti,NN,O,on,IN,lowercase,on,lowercase,safety,417,lowercase,violations,O
9175,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,violat,NNS,O,safeti,NN,lowercase,safety,lowercase,violations,417,punct,.,O
9176,india,and,pakistan,NNP,capitalized,Pakistan,CC,lowercase,and,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,418,capitalized,India,B-org
9177,and,pakistan,plan,VBP,lowercase,plan,NNP,capitalized,Pakistan,CC,B-org,india,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,India,418,lowercase,and,I-org
9178,pakistan,plan,to,TO,lowercase,to,VBP,lowercase,plan,NNP,I-org,and,CC,B-org,india,NNP,capitalized,India,lowercase,and,418,capitalized,Pakistan,I-org
9179,plan,to,hold,VB,lowercase,hold,TO,lowercase,to,VBP,I-org,pakistan,NNP,I-org,and,CC,lowercase,and,capitalized,Pakistan,418,lowercase,plan,O
9180,to,hold,a,DT,lowercase,a,VB,lowercase,hold,TO,O,plan,VBP,I-org,pakistan,NNP,capitalized,Pakistan,lowercase,plan,418,lowercase,to,O
9181,hold,a,third,JJ,lowercase,third,DT,lowercase,a,VB,O,to,TO,O,plan,VBP,lowercase,plan,lowercase,to,418,lowercase,hold,O
9182,a,third,round,NN,lowercase,round,JJ,lowercase,third,DT,O,hold,VB,O,to,TO,lowercase,to,lowercase,hold,418,lowercase,a,O
9183,third,round,of,IN,lowercase,of,NN,lowercase,round,JJ,O,a,DT,O,hold,VB,lowercase,hold,lowercase,a,418,lowercase,third,O
9184,round,of,peac,NN,lowercase,peace,IN,lowercase,of,NN,O,third,JJ,O,a,DT,lowercase,a,lowercase,third,418,lowercase,round,O
9185,of,peac,talk,NNS,lowercase,talks,NN,lowercase,peace,IN,O,round,NN,O,third,JJ,lowercase,third,lowercase,round,418,lowercase,of,O
9186,peac,talk,in,IN,lowercase,in,NNS,lowercase,talks,NN,O,of,IN,O,round,NN,lowercase,round,lowercase,of,418,lowercase,peace,O
9187,talk,in,januari,NNP,capitalized,January,IN,lowercase,in,NNS,O,peac,NN,O,of,IN,lowercase,of,lowercase,peace,418,lowercase,talks,O
9188,in,januari,with,IN,lowercase,with,NNP,capitalized,January,IN,O,talk,NNS,O,peac,NN,lowercase,peace,lowercase,talks,418,lowercase,in,O
9189,januari,with,a,DT,lowercase,a,IN,lowercase,with,NNP,O,in,IN,O,talk,NNS,lowercase,talks,lowercase,in,418,capitalized,January,B-tim
9190,with,a,focus,NN,lowercase,focus,DT,lowercase,a,IN,B-tim,januari,NNP,O,in,IN,lowercase,in,capitalized,January,418,lowercase,with,O
9191,a,focus,on,IN,lowercase,on,NN,lowercase,focus,DT,O,with,IN,B-tim,januari,NNP,capitalized,January,lowercase,with,418,lowercase,a,O
9192,focus,on,secur,NN,lowercase,security,IN,lowercase,on,NN,O,a,DT,O,with,IN,lowercase,with,lowercase,a,418,lowercase,focus,O
9193,on,secur,",",",",punct,",",NN,lowercase,security,IN,O,focus,NN,O,a,DT,lowercase,a,lowercase,focus,418,lowercase,on,O
9194,secur,",",the,DT,lowercase,the,",",punct,",",NN,O,on,IN,O,focus,NN,lowercase,focus,lowercase,on,418,lowercase,security,O
9195,",",the,kashmir,NNP,capitalized,Kashmir,DT,lowercase,the,",",O,secur,NN,O,on,IN,lowercase,on,lowercase,security,418,punct,",",O
9196,the,kashmir,issu,NN,lowercase,issue,NNP,capitalized,Kashmir,DT,O,",",",",O,secur,NN,lowercase,security,punct,",",418,lowercase,the,O
9197,kashmir,issu,and,CC,lowercase,and,NN,lowercase,issue,NNP,O,the,DT,O,",",",",punct,",",lowercase,the,418,capitalized,Kashmir,B-geo
9198,issu,and,confidence-build,JJ,contains-hyphen,confidence-building,CC,lowercase,and,NN,B-geo,kashmir,NNP,O,the,DT,lowercase,the,capitalized,Kashmir,418,lowercase,issue,O
9199,and,confidence-build,measur,NNS,lowercase,measures,JJ,contains-hyphen,confidence-building,CC,O,issu,NN,B-geo,kashmir,NNP,capitalized,Kashmir,lowercase,issue,418,lowercase,and,O
9200,confidence-build,measur,between,IN,lowercase,between,NNS,lowercase,measures,JJ,O,and,CC,O,issu,NN,lowercase,issue,lowercase,and,418,contains-hyphen,confidence-building,O
9201,measur,between,the,DT,lowercase,the,IN,lowercase,between,NNS,O,confidence-build,JJ,O,and,CC,lowercase,and,contains-hyphen,confidence-building,418,lowercase,measures,O
9202,between,the,nuclear,JJ,lowercase,nuclear,DT,lowercase,the,IN,O,measur,NNS,O,confidence-build,JJ,contains-hyphen,confidence-building,lowercase,measures,418,lowercase,between,O
9203,the,nuclear,rival,NNS,lowercase,rivals,JJ,lowercase,nuclear,DT,O,between,IN,O,measur,NNS,lowercase,measures,lowercase,between,418,lowercase,the,O
9204,nuclear,rival,.,.,punct,.,NNS,lowercase,rivals,JJ,O,the,DT,O,between,IN,lowercase,between,lowercase,the,418,lowercase,nuclear,O
9205,rival,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,nuclear,JJ,O,the,DT,lowercase,the,lowercase,nuclear,418,lowercase,rivals,O
9206,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,rival,NNS,O,nuclear,JJ,lowercase,nuclear,lowercase,rivals,418,punct,.,O
9207,the,two-day,talk,NNS,lowercase,talks,JJ,contains-hyphen,two-day,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,419,capitalized,The,O
9208,two-day,talk,will,MD,lowercase,will,NNS,lowercase,talks,JJ,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,419,contains-hyphen,two-day,O
9209,talk,will,begin,VB,lowercase,begin,MD,lowercase,will,NNS,O,two-day,JJ,O,the,DT,capitalized,The,contains-hyphen,two-day,419,lowercase,talks,O
9210,will,begin,on,IN,lowercase,on,VB,lowercase,begin,MD,O,talk,NNS,O,two-day,JJ,contains-hyphen,two-day,lowercase,talks,419,lowercase,will,O
9211,begin,on,januari,NNP,capitalized,January,IN,lowercase,on,VB,O,will,MD,O,talk,NNS,lowercase,talks,lowercase,will,419,lowercase,begin,O
9212,on,januari,17,CD,number,17,NNP,capitalized,January,IN,O,begin,VB,O,will,MD,lowercase,will,lowercase,begin,419,lowercase,on,O
9213,januari,17,and,CC,lowercase,and,CD,number,17,NNP,O,on,IN,O,begin,VB,lowercase,begin,lowercase,on,419,capitalized,January,B-tim
9214,17,and,they,PRP,lowercase,they,CC,lowercase,and,CD,B-tim,januari,NNP,O,on,IN,lowercase,on,capitalized,January,419,number,17,I-tim
9215,and,they,will,MD,lowercase,will,PRP,lowercase,they,CC,I-tim,17,CD,B-tim,januari,NNP,capitalized,January,number,17,419,lowercase,and,O
9216,they,will,be,VB,lowercase,be,MD,lowercase,will,PRP,O,and,CC,I-tim,17,CD,number,17,lowercase,and,419,lowercase,they,O
9217,will,be,led,VBN,lowercase,led,VB,lowercase,be,MD,O,they,PRP,O,and,CC,lowercase,and,lowercase,they,419,lowercase,will,O
9218,be,led,by,IN,lowercase,by,VBN,lowercase,led,VB,O,will,MD,O,they,PRP,lowercase,they,lowercase,will,419,lowercase,be,O
9219,led,by,the,DT,lowercase,the,IN,lowercase,by,VBN,O,be,VB,O,will,MD,lowercase,will,lowercase,be,419,lowercase,led,O
9220,by,the,countri,NNS,lowercase,countries,DT,lowercase,the,IN,O,led,VBN,O,be,VB,lowercase,be,lowercase,led,419,lowercase,by,O
9221,the,countri,',POS,punct,',NNS,lowercase,countries,DT,O,by,IN,O,led,VBN,lowercase,led,lowercase,by,419,lowercase,the,O
9222,countri,',foreign,JJ,lowercase,foreign,POS,punct,',NNS,O,the,DT,O,by,IN,lowercase,by,lowercase,the,419,lowercase,countries,O
9223,',foreign,secretari,NNS,lowercase,secretaries,JJ,lowercase,foreign,POS,O,countri,NNS,O,the,DT,lowercase,the,lowercase,countries,419,punct,',O
9224,foreign,secretari,.,.,punct,.,NNS,lowercase,secretaries,JJ,O,',POS,O,countri,NNS,lowercase,countries,punct,',419,lowercase,foreign,O
9225,secretari,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,foreign,JJ,O,',POS,punct,',lowercase,foreign,419,lowercase,secretaries,O
9226,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,secretari,NNS,O,foreign,JJ,lowercase,foreign,lowercase,secretaries,419,punct,.,O
9227,they,will,review,VB,lowercase,review,MD,lowercase,will,PRP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,420,capitalized,They,O
9228,will,review,progress,NN,lowercase,progress,VB,lowercase,review,MD,O,they,PRP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,They,420,lowercase,will,O
9229,review,progress,made,VBN,lowercase,made,NN,lowercase,progress,VB,O,will,MD,O,they,PRP,capitalized,They,lowercase,will,420,lowercase,review,O
9230,progress,made,so,RB,lowercase,so,VBN,lowercase,made,NN,O,review,VB,O,will,MD,lowercase,will,lowercase,review,420,lowercase,progress,O
9231,made,so,far,RB,lowercase,far,RB,lowercase,so,VBN,O,progress,NN,O,review,VB,lowercase,review,lowercase,progress,420,lowercase,made,O
9232,so,far,and,CC,lowercase,and,RB,lowercase,far,RB,O,made,VBN,O,progress,NN,lowercase,progress,lowercase,made,420,lowercase,so,O
9233,far,and,also,RB,lowercase,also,CC,lowercase,and,RB,O,so,RB,O,made,VBN,lowercase,made,lowercase,so,420,lowercase,far,O
9234,and,also,chart,VB,lowercase,chart,RB,lowercase,also,CC,O,far,RB,O,so,RB,lowercase,so,lowercase,far,420,lowercase,and,O
9235,also,chart,a,DT,lowercase,a,VB,lowercase,chart,RB,O,and,CC,O,far,RB,lowercase,far,lowercase,and,420,lowercase,also,O
9236,chart,a,cours,NN,lowercase,course,DT,lowercase,a,VB,O,also,RB,O,and,CC,lowercase,and,lowercase,also,420,lowercase,chart,O
9237,a,cours,for,IN,lowercase,for,NN,lowercase,course,DT,O,chart,VB,O,also,RB,lowercase,also,lowercase,chart,420,lowercase,a,O
9238,cours,for,futur,JJ,lowercase,future,IN,lowercase,for,NN,O,a,DT,O,chart,VB,lowercase,chart,lowercase,a,420,lowercase,course,O
9239,for,futur,negoti,NNS,lowercase,negotiations,JJ,lowercase,future,IN,O,cours,NN,O,a,DT,lowercase,a,lowercase,course,420,lowercase,for,O
9240,futur,negoti,.,.,punct,.,NNS,lowercase,negotiations,JJ,O,for,IN,O,cours,NN,lowercase,course,lowercase,for,420,lowercase,future,O
9241,negoti,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,futur,JJ,O,for,IN,lowercase,for,lowercase,future,420,lowercase,negotiations,O
9242,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,negoti,NNS,O,futur,JJ,lowercase,future,lowercase,negotiations,420,punct,.,O
9243,the,talk,will,MD,lowercase,will,NNS,lowercase,talks,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,421,capitalized,The,O
9244,talk,will,be,VB,lowercase,be,MD,lowercase,will,NNS,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,421,lowercase,talks,O
9245,will,be,under,IN,lowercase,under,VB,lowercase,be,MD,O,talk,NNS,O,the,DT,capitalized,The,lowercase,talks,421,lowercase,will,O
9246,be,under,a,DT,lowercase,a,IN,lowercase,under,VB,O,will,MD,O,talk,NNS,lowercase,talks,lowercase,will,421,lowercase,be,O
9247,under,a,peac,NN,lowercase,peace,DT,lowercase,a,IN,O,be,VB,O,will,MD,lowercase,will,lowercase,be,421,lowercase,under,O
9248,a,peac,process,NN,lowercase,process,NN,lowercase,peace,DT,O,under,IN,O,be,VB,lowercase,be,lowercase,under,421,lowercase,a,O
9249,peac,process,that,IN,lowercase,that,NN,lowercase,process,NN,O,a,DT,O,under,IN,lowercase,under,lowercase,a,421,lowercase,peace,O
9250,process,that,the,DT,lowercase,the,IN,lowercase,that,NN,O,peac,NN,O,a,DT,lowercase,a,lowercase,peace,421,lowercase,process,O
9251,that,the,two,CD,lowercase,two,DT,lowercase,the,IN,O,process,NN,O,peac,NN,lowercase,peace,lowercase,process,421,lowercase,that,O
9252,the,two,side,NNS,lowercase,sides,CD,lowercase,two,DT,O,that,IN,O,process,NN,lowercase,process,lowercase,that,421,lowercase,the,O
9253,two,side,began,VBD,lowercase,began,NNS,lowercase,sides,CD,O,the,DT,O,that,IN,lowercase,that,lowercase,the,421,lowercase,two,O
9254,side,began,in,IN,lowercase,in,VBD,lowercase,began,NNS,O,two,CD,O,the,DT,lowercase,the,lowercase,two,421,lowercase,sides,O
9255,began,in,januari,NNP,capitalized,January,IN,lowercase,in,VBD,O,side,NNS,O,two,CD,lowercase,two,lowercase,sides,421,lowercase,began,O
9256,in,januari,2004,CD,number,2004,NNP,capitalized,January,IN,O,began,VBD,O,side,NNS,lowercase,sides,lowercase,began,421,lowercase,in,O
